fox:FOXG_00002	ko:K20046
fox:FOXG_03898	ko:K00128
fox:FOXG_03899	ko:K19564
fox:FOXG_03900	ko:K00276
fox:FOXG_03906	ko:K19564
fox:FOXG_03913	ko:K00387
fox:FOXG_03914	ko:K22438
fox:FOXG_03915	ko:K03781
fox:FOXG_03919	ko:K08141
fox:FOXG_03929	ko:K15303
fox:FOXG_03931	ko:K01501
fox:FOXG_03940	ko:K22121
fox:FOXG_03944	ko:K01193
fox:FOXG_03945	ko:K15394
fox:FOXG_03950	ko:K22134
fox:FOXG_03951	ko:K15388
fox:FOXG_03961	ko:K00616
fox:FOXG_03969	ko:K01415
fox:FOXG_03982	ko:K18369
fox:FOXG_03983	ko:K14709
fox:FOXG_04003	ko:K22745
fox:FOXG_04007	ko:K01728
fox:FOXG_04025	ko:K01061
fox:FOXG_04047	ko:K22736
fox:FOXG_04060	ko:K04708
fox:FOXG_04062	ko:K24755
fox:FOXG_04063	ko:K05841
fox:FOXG_04069	ko:K11353
fox:FOXG_04071	ko:K15732
fox:FOXG_04072	ko:K06677
fox:FOXG_04073	ko:K02214
fox:FOXG_04074	ko:K02900
fox:FOXG_04075	ko:K11273
fox:FOXG_04078	ko:K24160
fox:FOXG_04083	ko:K03955
fox:FOXG_04085	ko:K03941
fox:FOXG_04090	ko:K00573
fox:FOXG_04092	ko:K17663
fox:FOXG_04093	ko:K15100
fox:FOXG_04105	ko:K26550
fox:FOXG_04113	ko:K05292
fox:FOXG_04115	ko:K01444
fox:FOXG_04122	ko:K10536
fox:FOXG_04127	ko:K08900
fox:FOXG_04144	ko:K14708
fox:FOXG_04146	ko:K01181
fox:FOXG_04148	ko:K24278
fox:FOXG_04149	ko:K24279
fox:FOXG_04151	ko:K01115
fox:FOXG_04152	ko:K14338
fox:FOXG_04155	ko:K16342
fox:FOXG_04156	ko:K11090
fox:FOXG_04157	ko:K01092
fox:FOXG_04161	ko:K14861
fox:FOXG_04162	ko:K00698
fox:FOXG_04163	ko:K00698
fox:FOXG_04166	ko:K09831
fox:FOXG_04168	ko:K22940
fox:FOXG_04169	ko:K02927
fox:FOXG_04172	ko:K03263
fox:FOXG_04173	ko:K20298
fox:FOXG_04174	ko:K20372
fox:FOXG_04177	ko:K03243
fox:FOXG_04178	ko:K09489
fox:FOXG_04179	ko:K00698
fox:FOXG_04180	ko:K14327
fox:FOXG_04181	ko:K10534
fox:FOXG_04182	ko:K07300
fox:FOXG_04183	ko:K06877
fox:FOXG_04184	ko:K15304
fox:FOXG_04185	ko:K22943
fox:FOXG_04187	ko:K15222
fox:FOXG_04188	ko:K03949
fox:FOXG_04190	ko:K00618
fox:FOXG_04193	ko:K02153
fox:FOXG_04194	ko:K21848
fox:FOXG_04197	ko:K05285
fox:FOXG_04199	ko:K22530
fox:FOXG_04200	ko:K01760
fox:FOXG_04201	ko:K23544
fox:FOXG_04203	ko:K05294
fox:FOXG_04204	ko:K10858
fox:FOXG_04206	ko:K18914
fox:FOXG_04207	ko:K03522
fox:FOXG_04208	ko:K11649
fox:FOXG_04209	ko:K00624
fox:FOXG_04210	ko:K17261
fox:FOXG_04212	ko:K02541
fox:FOXG_04213	ko:K07195
fox:FOXG_04216	ko:K14006
fox:FOXG_04217	ko:K02870
fox:FOXG_04220	ko:K09425
fox:FOXG_04222	ko:K03938
fox:FOXG_04223	ko:K20475
fox:FOXG_04226	ko:K17972
fox:FOXG_04228	ko:K03364
fox:FOXG_04230	ko:K06636
fox:FOXG_04231	ko:K03136
fox:FOXG_04234	ko:K03108
fox:FOXG_04236	ko:K08783
fox:FOXG_04237	ko:K00799
fox:FOXG_04238	ko:K10981
fox:FOXG_04241	ko:K12391
fox:FOXG_04242	ko:K01230
fox:FOXG_04243	ko:K02183
fox:FOXG_04244	ko:K08489
fox:FOXG_04247	ko:K15559
fox:FOXG_04248	ko:K05657
fox:FOXG_04249	ko:K01054
fox:FOXG_04251	ko:K00750
fox:FOXG_04252	ko:K10601
fox:FOXG_04257	ko:K17878
fox:FOXG_04258	ko:K20177
fox:FOXG_04259	ko:K09313
fox:FOXG_04262	ko:K02880
fox:FOXG_04267	ko:K07078
fox:FOXG_04268	ko:K01613
fox:FOXG_04270	ko:K05610
fox:FOXG_04271	ko:K06901
fox:FOXG_04279	ko:K19787
fox:FOXG_04281	ko:K18752
fox:FOXG_04291	ko:K18732
fox:FOXG_04295	ko:K08286
fox:FOXG_04298	ko:K02685
fox:FOXG_04303	ko:K00128
fox:FOXG_04307	ko:K00236
fox:FOXG_04313	ko:K08192
fox:FOXG_04315	ko:K00505
fox:FOXG_04318	ko:K19564
fox:FOXG_04326	ko:K01624
fox:FOXG_04328	ko:K00799
fox:FOXG_04329	ko:K01613
fox:FOXG_04342	ko:K03130
fox:FOXG_04343	ko:K17917
fox:FOXG_04346	ko:K04079
fox:FOXG_04347	ko:K00637
fox:FOXG_04350	ko:K11665
fox:FOXG_04351	ko:K06185
fox:FOXG_04356	ko:K18693
fox:FOXG_04357	ko:K20523
fox:FOXG_04360	ko:K03062
fox:FOXG_04361	ko:K04649
fox:FOXG_04362	ko:K01899
fox:FOXG_04369	ko:K13953
fox:FOXG_04376	ko:K07739
fox:FOXG_04379	ko:K12603
fox:FOXG_04383	ko:K24766
fox:FOXG_04389	ko:K04564
fox:FOXG_04393	ko:K10405
fox:FOXG_04394	ko:K22831
fox:FOXG_04395	ko:K01687
fox:FOXG_04397	ko:K01358
fox:FOXG_04398	ko:K07407
fox:FOXG_04399	ko:K23114
fox:FOXG_04402	ko:K18123
fox:FOXG_04406	ko:K01193
fox:FOXG_04409	ko:K08192
fox:FOXG_04411	ko:K19386
fox:FOXG_04412	ko:K13333
fox:FOXG_04421	ko:K08192
fox:FOXG_04433	ko:K01099
fox:FOXG_04435	ko:K20120
fox:FOXG_04436	ko:K01056
fox:FOXG_04437	ko:K03320
fox:FOXG_04438	ko:K03360
fox:FOXG_04440	ko:K03676
fox:FOXG_04442	ko:K02872
fox:FOXG_04443	ko:K12274
fox:FOXG_04448	ko:K11826
fox:FOXG_04454	ko:K09958
fox:FOXG_04475	ko:K06634
fox:FOXG_04481	ko:K13577
fox:FOXG_04484	ko:K01027
fox:FOXG_04487	ko:K07243
fox:FOXG_04488	ko:K19791
fox:FOXG_04490	ko:K01613
fox:FOXG_04495	ko:K00326
fox:FOXG_04497	ko:K00863
fox:FOXG_04499	ko:K01624
fox:FOXG_04500	ko:K01808
fox:FOXG_04525	ko:K03380
fox:FOXG_04532	ko:K01785
fox:FOXG_04534	ko:K00516
fox:FOXG_04536	ko:K04649
fox:FOXG_04540	ko:K00140
fox:FOXG_04542	ko:K01279
fox:FOXG_04543	ko:K19564
fox:FOXG_04546	ko:K00274
fox:FOXG_04547	ko:K25365
fox:FOXG_04551	ko:K19564
fox:FOXG_04552	ko:K22438
fox:FOXG_04561	ko:K00505
fox:FOXG_04565	ko:K05994
fox:FOXG_04570	ko:K24855
fox:FOXG_04571	ko:K00799
fox:FOXG_04573	ko:K17648
fox:FOXG_04577	ko:K08711
fox:FOXG_04579	ko:K10355
fox:FOXG_04586	ko:K08192
fox:FOXG_04587	ko:K18123
fox:FOXG_04588	ko:K00101
fox:FOXG_04597	ko:K07407
fox:FOXG_04598	ko:K07300
fox:FOXG_04606	ko:K21195
fox:FOXG_04616	ko:K03320
fox:FOXG_04628	ko:K08257
fox:FOXG_04630	ko:K06674
fox:FOXG_04635	ko:K02510
fox:FOXG_04654	ko:K00010
fox:FOXG_04655	ko:K08150
fox:FOXG_04665	ko:K05989
fox:FOXG_04666	ko:K08141
fox:FOXG_04675	ko:K01053
fox:FOXG_04676	ko:K01899
fox:FOXG_04677	ko:K01900
fox:FOXG_04689	ko:K01176
fox:FOXG_04698	ko:K23637
fox:FOXG_04702	ko:K13953
fox:FOXG_04710	ko:K00652
fox:FOXG_04718	ko:K03186
fox:FOXG_04719	ko:K20039
fox:FOXG_04720	ko:K08192
fox:FOXG_04724	ko:K00450
fox:FOXG_04730	ko:K11369
fox:FOXG_04747	ko:K12346
fox:FOXG_04752	ko:K08157
fox:FOXG_04763	ko:K05658
fox:FOXG_04765	ko:K18580
fox:FOXG_04773	ko:K08192
fox:FOXG_04785	ko:K00002
fox:FOXG_04792	ko:K05989
fox:FOXG_04798	ko:K00052
fox:FOXG_04801	ko:K13953
fox:FOXG_04803	ko:K20989
fox:FOXG_04808	ko:K03781
fox:FOXG_04812	ko:K01235
fox:FOXG_04826	ko:K28508
fox:FOXG_04827	ko:K07513
fox:FOXG_04828	ko:K18703
fox:FOXG_04829	ko:K01027
fox:FOXG_04830	ko:K01857
fox:FOXG_04831	ko:K00451
fox:FOXG_04834	ko:K00327
fox:FOXG_04837	ko:K05658
fox:FOXG_04838	ko:K05972
fox:FOXG_04841	ko:K11808
fox:FOXG_04865	ko:K01182
fox:FOXG_04866	ko:K08141
fox:FOXG_04868	ko:K01424
fox:FOXG_04876	ko:K03305
fox:FOXG_04878	ko:K00273
fox:FOXG_04891	ko:K03317
fox:FOXG_04892	ko:K19525
fox:FOXG_04894	ko:K24394
fox:FOXG_04895	ko:K13103
fox:FOXG_04897	ko:K15458
fox:FOXG_04905	ko:K14819
fox:FOXG_04909	ko:K27290
fox:FOXG_04910	ko:K11236
fox:FOXG_04914	ko:K28359
fox:FOXG_04918	ko:K03362
fox:FOXG_04919	ko:K12198
fox:FOXG_04937	ko:K08073
fox:FOXG_04938	ko:K15136
fox:FOXG_04946	ko:K08141
fox:FOXG_04947	ko:K05989
fox:FOXG_04952	ko:K07824
fox:FOXG_04954	ko:K01673
fox:FOXG_04964	ko:K00799
fox:FOXG_04970	ko:K22884
fox:FOXG_04971	ko:K20858
fox:FOXG_04972	ko:K01597
fox:FOXG_04974	ko:K01764
fox:FOXG_04985	ko:K12389
fox:FOXG_04987	ko:K28028
fox:FOXG_04988	ko:K01507
fox:FOXG_04992	ko:K01181
fox:FOXG_04993	ko:K00953
fox:FOXG_04997	ko:K14640
fox:FOXG_05007	ko:K03293
fox:FOXG_05009	ko:K12813
fox:FOXG_05010	ko:K14002
fox:FOXG_05012	ko:K20366
fox:FOXG_05013	ko:K08257
fox:FOXG_05015	ko:K16575
fox:FOXG_05016	ko:K06647
fox:FOXG_05023	ko:K20457
fox:FOXG_05028	ko:K04712
fox:FOXG_05031	ko:K24348
fox:FOXG_05032	ko:K02942
fox:FOXG_05034	ko:K09780
fox:FOXG_05037	ko:K22133
fox:FOXG_05038	ko:K20121
fox:FOXG_05048	ko:K05864
fox:FOXG_05049	ko:K07560
fox:FOXG_05050	ko:K12580
fox:FOXG_05055	ko:K00031
fox:FOXG_05057	ko:K19998
fox:FOXG_05064	ko:K01198
fox:FOXG_05068	ko:K00059
fox:FOXG_05070	ko:K01053
fox:FOXG_05078	ko:K00698
fox:FOXG_05085	ko:K01265
fox:FOXG_05086	ko:K27966
fox:FOXG_05088	ko:K10427
fox:FOXG_05090	ko:K03448
fox:FOXG_05091	ko:K01426
fox:FOXG_05092	ko:K04464
fox:FOXG_05093	ko:K14394
fox:FOXG_05095	ko:K02619
fox:FOXG_05097	ko:K14570
fox:FOXG_05098	ko:K17080
fox:FOXG_05099	ko:K00418
fox:FOXG_05100	ko:K11129
fox:FOXG_05102	ko:K17617
fox:FOXG_05104	ko:K03754
fox:FOXG_05106	ko:K20791
fox:FOXG_05107	ko:K25879
fox:FOXG_05110	ko:K03564
fox:FOXG_05111	ko:K15115
fox:FOXG_05112	ko:K00417
fox:FOXG_05113	ko:K11841
fox:FOXG_05114	ko:K03575
fox:FOXG_05117	ko:K09250
fox:FOXG_05121	ko:K17906
fox:FOXG_05124	ko:K14298
fox:FOXG_05126	ko:K18339
fox:FOXG_05127	ko:K00872
fox:FOXG_05132	ko:K15303
fox:FOXG_05134	ko:K02963
fox:FOXG_05135	ko:K14560
fox:FOXG_05137	ko:K20098
fox:FOXG_05139	ko:K05287
fox:FOXG_05141	ko:K08337
fox:FOXG_05142	ko:K01493
fox:FOXG_05144	ko:K03114
fox:FOXG_05146	ko:K01904
fox:FOXG_05147	ko:K03943
fox:FOXG_05152	ko:K21804
fox:FOXG_05153	ko:K18637
fox:FOXG_05154	ko:K14803
fox:FOXG_05158	ko:K12855
fox:FOXG_05159	ko:K28440
fox:FOXG_05161	ko:K02908
fox:FOXG_05162	ko:K02866
fox:FOXG_05167	ko:K13566
fox:FOXG_05169	ko:K08266
fox:FOXG_05171	ko:K28777
fox:FOXG_05173	ko:K02730
fox:FOXG_05175	ko:K00477
fox:FOXG_05180	ko:K14545
fox:FOXG_05182	ko:K01915
fox:FOXG_05185	ko:K00288
fox:FOXG_05186	ko:K03246
fox:FOXG_05187	ko:K11654
fox:FOXG_05189	ko:K14396
fox:FOXG_05190	ko:K10591
fox:FOXG_05196	ko:K03940
fox:FOXG_05198	ko:K19572
fox:FOXG_05202	ko:K01469
fox:FOXG_05204	ko:K10773
fox:FOXG_05205	ko:K00121
fox:FOXG_05207	ko:K17450
fox:FOXG_05209	ko:K08876
fox:FOXG_05212	ko:K23010
fox:FOXG_05213	ko:K09705
fox:FOXG_05214	ko:K23010
fox:FOXG_05215	ko:K10392
fox:FOXG_05217	ko:K01254
fox:FOXG_05220	ko:K25815
fox:FOXG_05225	ko:K01483
fox:FOXG_05227	ko:K02929
fox:FOXG_05228	ko:K17268
fox:FOXG_05229	ko:K03627
fox:FOXG_05232	ko:K23879
fox:FOXG_05233	ko:K15507
fox:FOXG_05234	ko:K11643
fox:FOXG_05235	ko:K12177
fox:FOXG_05247	ko:K17278
fox:FOXG_05249	ko:K10873
fox:FOXG_05250	ko:K11888
fox:FOXG_05254	ko:K12597
fox:FOXG_05255	ko:K28680
fox:FOXG_05260	ko:K00604
fox:FOXG_05262	ko:K01288
fox:FOXG_05263	ko:K22746
fox:FOXG_05265	ko:K09051
fox:FOXG_05266	ko:K11560
fox:FOXG_05268	ko:K01867
fox:FOXG_05269	ko:K20352
fox:FOXG_05270	ko:K11095
fox:FOXG_05274	ko:K06950
fox:FOXG_05276	ko:K18338
fox:FOXG_05278	ko:K12763
fox:FOXG_05280	ko:K01908
fox:FOXG_05284	ko:K07466
fox:FOXG_05285	ko:K00147
fox:FOXG_05286	ko:K28511
fox:FOXG_05287	ko:K01754
fox:FOXG_05288	ko:K00053
fox:FOXG_05289	ko:K10579
fox:FOXG_05292	ko:K19850
fox:FOXG_05293	ko:K07827
fox:FOXG_05294	ko:K01560
fox:FOXG_05297	ko:K18342
fox:FOXG_05298	ko:K21552
fox:FOXG_05301	ko:K17776
fox:FOXG_05309	ko:K01560
fox:FOXG_05310	ko:K08157
fox:FOXG_05311	ko:K00804
fox:FOXG_05313	ko:K18669
fox:FOXG_05316	ko:K12194
fox:FOXG_05318	ko:K01247
fox:FOXG_05320	ko:K12840
fox:FOXG_05321	ko:K18655
fox:FOXG_05325	ko:K02891
fox:FOXG_05326	ko:K15109
fox:FOXG_05329	ko:K10845
fox:FOXG_05330	ko:K12663
fox:FOXG_05331	ko:K22836
fox:FOXG_05332	ko:K20463
fox:FOXG_05335	ko:K01663
fox:FOXG_05338	ko:K04640
fox:FOXG_05341	ko:K11204
fox:FOXG_05345	ko:K10389
fox:FOXG_05347	ko:K17987
fox:FOXG_05349	ko:K00615
fox:FOXG_05351	ko:K19308
fox:FOXG_05353	ko:K12845
fox:FOXG_05354	ko:K02155
fox:FOXG_05355	ko:K00223
fox:FOXG_05357	ko:K04487
fox:FOXG_05358	ko:K12562
fox:FOXG_05363	ko:K11231
fox:FOXG_05364	ko:K26935
fox:FOXG_05365	ko:K25639
fox:FOXG_05368	ko:K08851
fox:FOXG_05369	ko:K11205
fox:FOXG_05370	ko:K12394
fox:FOXG_05371	ko:K25817
fox:FOXG_05373	ko:K14559
fox:FOXG_05374	ko:K11372
fox:FOXG_05376	ko:K03785
fox:FOXG_05382	ko:K25879
fox:FOXG_05383	ko:K28606
fox:FOXG_05388	ko:K01046
fox:FOXG_05398	ko:K02932
fox:FOXG_05406	ko:K00968
fox:FOXG_05407	ko:K22539
fox:FOXG_05411	ko:K10570
fox:FOXG_05412	ko:K08339
fox:FOXG_05421	ko:K14549
fox:FOXG_05423	ko:K08968
fox:FOXG_05426	ko:K00459
fox:FOXG_05428	ko:K02218
fox:FOXG_05429	ko:K20346
fox:FOXG_05430	ko:K11324
fox:FOXG_05435	ko:K12871
fox:FOXG_05439	ko:K03249
fox:FOXG_05440	ko:K14774
fox:FOXG_05441	ko:K02879
fox:FOXG_05442	ko:K17787
fox:FOXG_05445	ko:K01698
fox:FOXG_05451	ko:K20815
fox:FOXG_05453	ko:K27384
fox:FOXG_05454	ko:K28712
fox:FOXG_05455	ko:K03238
fox:FOXG_05456	ko:K14300
fox:FOXG_05457	ko:K18798
fox:FOXG_05458	ko:K20301
fox:FOXG_05459	ko:K00645
fox:FOXG_05460	ko:K12398
fox:FOXG_05462	ko:K03679
fox:FOXG_05463	ko:K17819
fox:FOXG_05465	ko:K17413
fox:FOXG_05466	ko:K07432
fox:FOXG_05467	ko:K24736
fox:FOXG_05469	ko:K11370
fox:FOXG_05471	ko:K27690
fox:FOXG_05484	ko:K01858
fox:FOXG_05485	ko:K11272
fox:FOXG_05486	ko:K08869
fox:FOXG_05488	ko:K13337
fox:FOXG_05489	ko:K10577
fox:FOXG_05490	ko:K01953
fox:FOXG_05491	ko:K15040
fox:FOXG_05493	ko:K01230
fox:FOXG_05494	ko:K14326
fox:FOXG_05495	ko:K14561
fox:FOXG_05496	ko:K08486
fox:FOXG_05497	ko:K17768
fox:FOXG_05498	ko:K02619
fox:FOXG_05500	ko:K06942
fox:FOXG_05503	ko:K18694
fox:FOXG_05504	ko:K15178
fox:FOXG_05505	ko:K28034
fox:FOXG_05506	ko:K01115
fox:FOXG_05516	ko:K11362
fox:FOXG_05517	ko:K04739
fox:FOXG_05518	ko:K12861
fox:FOXG_05520	ko:K11292
fox:FOXG_05521	ko:K11226
fox:FOXG_05526	ko:K02325
fox:FOXG_05528	ko:K12761
fox:FOXG_05529	ko:K01637
fox:FOXG_05530	ko:K01194
fox:FOXG_05532	ko:K15428
fox:FOXG_05533	ko:K15541
fox:FOXG_05534	ko:K01551
fox:FOXG_05535	ko:K07127
fox:FOXG_05537	ko:K26979
fox:FOXG_05542	ko:K12661
fox:FOXG_05543	ko:K18337
fox:FOXG_05547	ko:K02269
fox:FOXG_05550	ko:K22611
fox:FOXG_05551	ko:K18995
fox:FOXG_05553	ko:K02885
fox:FOXG_05554	ko:K00600
fox:FOXG_05556	ko:K14649
fox:FOXG_05557	ko:K14753
fox:FOXG_05558	ko:K12669
fox:FOXG_05560	ko:K15508
fox:FOXG_05561	ko:K02883
fox:FOXG_05562	ko:K14684
fox:FOXG_05564	ko:K00637
fox:FOXG_05565	ko:K17275
fox:FOXG_05579	ko:K08192
fox:FOXG_05581	ko:K13347
fox:FOXG_05582	ko:K01126
fox:FOXG_05586	ko:K19564
fox:FOXG_05587	ko:K15045
fox:FOXG_05591	ko:K05972
fox:FOXG_05597	ko:K01188
fox:FOXG_05601	ko:K00865
fox:FOXG_05615	ko:K00274
fox:FOXG_05617	ko:K01732
fox:FOXG_05618	ko:K01210
fox:FOXG_05625	ko:K05665
fox:FOXG_05628	ko:K19564
fox:FOXG_05640	ko:K00838
fox:FOXG_05645	ko:K19564
fox:FOXG_05654	ko:K19356
fox:FOXG_05657	ko:K28607
fox:FOXG_05659	ko:K00463
fox:FOXG_05660	ko:K01556
fox:FOXG_05664	ko:K22539
fox:FOXG_05669	ko:K15530
fox:FOXG_05670	ko:K19069
fox:FOXG_05674	ko:K00505
fox:FOXG_05679	ko:K19564
fox:FOXG_05685	ko:K01876
fox:FOXG_05692	ko:K01230
fox:FOXG_05693	ko:K14769
fox:FOXG_05695	ko:K18171
fox:FOXG_05699	ko:K05351
fox:FOXG_05702	ko:K01536
fox:FOXG_05706	ko:K02983
fox:FOXG_05707	ko:K12876
fox:FOXG_05708	ko:K05349
fox:FOXG_05711	ko:K10976
fox:FOXG_05712	ko:K02219
fox:FOXG_05713	ko:K23093
fox:FOXG_05715	ko:K14401
fox:FOXG_05716	ko:K14617
fox:FOXG_05718	ko:K10968
fox:FOXG_05719	ko:K00326
fox:FOXG_05720	ko:K01469
fox:FOXG_05724	ko:K16261
fox:FOXG_05725	ko:K08192
fox:FOXG_05734	ko:K10401
fox:FOXG_05737	ko:K15901
fox:FOXG_05741	ko:K23362
fox:FOXG_05748	ko:K10703
fox:FOXG_05756	ko:K00059
fox:FOXG_05758	ko:K17648
fox:FOXG_05761	ko:K08192
fox:FOXG_05764	ko:K20044
fox:FOXG_05765	ko:K10842
fox:FOXG_05766	ko:K25866
fox:FOXG_05770	ko:K00944
fox:FOXG_05772	ko:K05349
fox:FOXG_05773	ko:K17800
fox:FOXG_05774	ko:K17919
fox:FOXG_05775	ko:K01341
fox:FOXG_05776	ko:K15102
fox:FOXG_05788	ko:K00681
fox:FOXG_05791	ko:K03381
fox:FOXG_05803	ko:K21249
fox:FOXG_05804	ko:K03574
fox:FOXG_05812	ko:K19564
fox:FOXG_05813	ko:K20408
fox:FOXG_05814	ko:K00942
fox:FOXG_05815	ko:K03334
fox:FOXG_05819	ko:K00344
fox:FOXG_05823	ko:K01756
fox:FOXG_05826	ko:K04711
fox:FOXG_05833	ko:K00021
fox:FOXG_05834	ko:K10254
fox:FOXG_05839	ko:K21989
fox:FOXG_05840	ko:K13726
fox:FOXG_05842	ko:K11600
fox:FOXG_05843	ko:K09584
fox:FOXG_05844	ko:K12199
fox:FOXG_05846	ko:K17496
fox:FOXG_05868	ko:K09248
fox:FOXG_05871	ko:K00294
fox:FOXG_05881	ko:K15918
fox:FOXG_05884	ko:K08139
fox:FOXG_05887	ko:K09265
fox:FOXG_05888	ko:K23358
fox:FOXG_05891	ko:K03940
fox:FOXG_05895	ko:K01426
fox:FOXG_05903	ko:K16261
fox:FOXG_05904	ko:K08711
fox:FOXG_05906	ko:K25162
fox:FOXG_05909	ko:K10295
fox:FOXG_05911	ko:K15119
fox:FOXG_05912	ko:K24758
fox:FOXG_05913	ko:K13122
fox:FOXG_05919	ko:K26403
fox:FOXG_05920	ko:K12852
fox:FOXG_05921	ko:K00626
fox:FOXG_05922	ko:K11644
fox:FOXG_05925	ko:K18573
fox:FOXG_05926	ko:K02309
fox:FOXG_05927	ko:K10775
fox:FOXG_05928	ko:K08336
fox:FOXG_05929	ko:K00606
fox:FOXG_05930	ko:K10576
fox:FOXG_05931	ko:K13115
fox:FOXG_05932	ko:K11415
fox:FOXG_05937	ko:K14864
fox:FOXG_05938	ko:K26678
fox:FOXG_05939	ko:K00948
fox:FOXG_05941	ko:K16261
fox:FOXG_05943	ko:K10704
fox:FOXG_05944	ko:K26392
fox:FOXG_05947	ko:K07759
fox:FOXG_05948	ko:K01728
fox:FOXG_05955	ko:K25178
fox:FOXG_05956	ko:K00003
fox:FOXG_05957	ko:K03439
fox:FOXG_05958	ko:K17887
fox:FOXG_05960	ko:K13352
fox:FOXG_05961	ko:K03841
fox:FOXG_05962	ko:K00799
fox:FOXG_05965	ko:K12606
fox:FOXG_05966	ko:K19852
fox:FOXG_05967	ko:K13123
fox:FOXG_05971	ko:K14004
fox:FOXG_05975	ko:K08900
fox:FOXG_05976	ko:K01641
fox:FOXG_05977	ko:K09828
fox:FOXG_05979	ko:K13343
fox:FOXG_05980	ko:K11547
fox:FOXG_05981	ko:K13985
fox:FOXG_05982	ko:K10849
fox:FOXG_05984	ko:K18102
fox:FOXG_05985	ko:K07542
fox:FOXG_05987	ko:K12385
fox:FOXG_05992	ko:K03942
fox:FOXG_05993	ko:K10428
fox:FOXG_05996	ko:K11173
fox:FOXG_05997	ko:K19983
fox:FOXG_06001	ko:K00166
fox:FOXG_06002	ko:K06127
fox:FOXG_06006	ko:K03936
fox:FOXG_06009	ko:K05389
fox:FOXG_06012	ko:K17605
fox:FOXG_06021	ko:K28624
fox:FOXG_06024	ko:K21751
fox:FOXG_06028	ko:K00547
fox:FOXG_06030	ko:K11369
fox:FOXG_06039	ko:K20832
fox:FOXG_06040	ko:K08141
fox:FOXG_06041	ko:K01199
fox:FOXG_06044	ko:K22684
fox:FOXG_06049	ko:K09248
fox:FOXG_06061	ko:K00801
fox:FOXG_06065	ko:K05284
fox:FOXG_06068	ko:K24205
fox:FOXG_06069	ko:K16945
fox:FOXG_06070	ko:K22991
fox:FOXG_06071	ko:K13107
fox:FOXG_06078	ko:K22132
fox:FOXG_06086	ko:K20872
fox:FOXG_06088	ko:K03128
fox:FOXG_06093	ko:K00993
fox:FOXG_06094	ko:K00683
fox:FOXG_06096	ko:K12667
fox:FOXG_06099	ko:K00671
fox:FOXG_06104	ko:K28217
fox:FOXG_06109	ko:K04709
fox:FOXG_06111	ko:K05528
fox:FOXG_06116	ko:K02142
fox:FOXG_06118	ko:K03035
fox:FOXG_06119	ko:K11572
fox:FOXG_06120	ko:K11246
fox:FOXG_06122	ko:K28671
fox:FOXG_06123	ko:K02959
fox:FOXG_06124	ko:K17759
fox:FOXG_06129	ko:K01952
fox:FOXG_06134	ko:K03644
fox:FOXG_06137	ko:K09142
fox:FOXG_06138	ko:K03671
fox:FOXG_06139	ko:K27906
fox:FOXG_06140	ko:K00589
fox:FOXG_06144	ko:K01923
fox:FOXG_06148	ko:K14293
fox:FOXG_06150	ko:K00850
fox:FOXG_06158	ko:K09497
fox:FOXG_06160	ko:K14416
fox:FOXG_06163	ko:K09490
fox:FOXG_06167	ko:K06210
fox:FOXG_06174	ko:K01759
fox:FOXG_06175	ko:K00058
fox:FOXG_06176	ko:K16302
fox:FOXG_06184	ko:K00416
fox:FOXG_06185	ko:K12306
fox:FOXG_06186	ko:K09827
fox:FOXG_06188	ko:K04409
fox:FOXG_06191	ko:K11763
fox:FOXG_06194	ko:K20523
fox:FOXG_06195	ko:K08504
fox:FOXG_06196	ko:K12486
fox:FOXG_06197	ko:K07305
fox:FOXG_06200	ko:K07513
fox:FOXG_06202	ko:K26751
fox:FOXG_06205	ko:K10742
fox:FOXG_06208	ko:K00826
fox:FOXG_06209	ko:K17541
fox:FOXG_06211	ko:K01537
fox:FOXG_06212	ko:K06047
fox:FOXG_06216	ko:K10736
fox:FOXG_06217	ko:K18123
fox:FOXG_06218	ko:K00505
fox:FOXG_06222	ko:K28673
fox:FOXG_06223	ko:K07005
fox:FOXG_06226	ko:K06158
fox:FOXG_06228	ko:K07375
fox:FOXG_06229	ko:K02933
fox:FOXG_06230	ko:K01082
fox:FOXG_06231	ko:K18191
fox:FOXG_06233	ko:K26216
fox:FOXG_06235	ko:K20003
fox:FOXG_06236	ko:K10520
fox:FOXG_06237	ko:K00866
fox:FOXG_06240	ko:K07152
fox:FOXG_06241	ko:K14960
fox:FOXG_06242	ko:K14818
fox:FOXG_06243	ko:K14308
fox:FOXG_06244	ko:K03952
fox:FOXG_06246	ko:K00767
fox:FOXG_06251	ko:K01956
fox:FOXG_06252	ko:K03521
fox:FOXG_06253	ko:K01755
fox:FOXG_06254	ko:K12492
fox:FOXG_06255	ko:K28514
fox:FOXG_06256	ko:K00535
fox:FOXG_06263	ko:K22817
fox:FOXG_06265	ko:K14967
fox:FOXG_06266	ko:K09184
fox:FOXG_06269	ko:K08192
fox:FOXG_06273	ko:K25004
fox:FOXG_06275	ko:K03234
fox:FOXG_06277	ko:K24964
fox:FOXG_06278	ko:K28788
fox:FOXG_06279	ko:K01465
fox:FOXG_06281	ko:K17637
fox:FOXG_06282	ko:K00030
fox:FOXG_06285	ko:K03549
fox:FOXG_06286	ko:K01001
fox:FOXG_06287	ko:K07117
fox:FOXG_06289	ko:K02151
fox:FOXG_06292	ko:K01702
fox:FOXG_06294	ko:K19932
fox:FOXG_06295	ko:K06628
