fgr:FGSG_00017	ko:K01293
fgr:FGSG_04351	ko:K15361
fgr:FGSG_04352	ko:K15111
fgr:FGSG_04354	ko:K07140
fgr:FGSG_04355	ko:K15161
fgr:FGSG_04356	ko:K14684
fgr:FGSG_04358	ko:K04075
fgr:FGSG_04361	ko:K11373
fgr:FGSG_04363	ko:K11232
fgr:FGSG_04364	ko:K18666
fgr:FGSG_04369	ko:K08150
fgr:FGSG_04370	ko:K08157
fgr:FGSG_04378	ko:K28063
fgr:FGSG_04382	ko:K08286
fgr:FGSG_04384	ko:K01875
fgr:FGSG_04386	ko:K15338
fgr:FGSG_04392	ko:K14838
fgr:FGSG_04395	ko:K22384
fgr:FGSG_04396	ko:K14137
fgr:FGSG_04397	ko:K28650
fgr:FGSG_04398	ko:K14997
fgr:FGSG_04400	ko:K04513
fgr:FGSG_04401	ko:K02895
fgr:FGSG_04402	ko:K03189
fgr:FGSG_04403	ko:K14799
fgr:FGSG_04404	ko:K14768
fgr:FGSG_04407	ko:K10524
fgr:FGSG_04410	ko:K02726
fgr:FGSG_04412	ko:K05532
fgr:FGSG_04413	ko:K01634
fgr:FGSG_04416	ko:K00898
fgr:FGSG_04423	ko:K11684
fgr:FGSG_04424	ko:K14546
fgr:FGSG_04430	ko:K01728
fgr:FGSG_04431	ko:K08192
fgr:FGSG_04433	ko:K07393
fgr:FGSG_04451	ko:K10088
fgr:FGSG_04453	ko:K10734
fgr:FGSG_04454	ko:K04564
fgr:FGSG_04456	ko:K22248
fgr:FGSG_04458	ko:K05916
fgr:FGSG_04470	ko:K03004
fgr:FGSG_04473	ko:K01497
fgr:FGSG_04476	ko:K02974
fgr:FGSG_04477	ko:K22696
fgr:FGSG_04479	ko:K12735
fgr:FGSG_04481	ko:K01809
fgr:FGSG_04482	ko:K11364
fgr:FGSG_04483	ko:K07941
fgr:FGSG_04484	ko:K02208
fgr:FGSG_04485	ko:K17260
fgr:FGSG_04504	ko:K22390
fgr:FGSG_04507	ko:K28063
fgr:FGSG_04510	ko:K00505
fgr:FGSG_04512	ko:K01539
fgr:FGSG_04543	ko:K00621
fgr:FGSG_04544	ko:K08141
fgr:FGSG_04545	ko:K23504
fgr:FGSG_04546	ko:K01288
fgr:FGSG_04547	ko:K00799
fgr:FGSG_04554	ko:K22503
fgr:FGSG_04558	ko:K01673
fgr:FGSG_04567	ko:K07390
fgr:FGSG_04568	ko:K01598
fgr:FGSG_04570	ko:K00826
fgr:FGSG_04571	ko:K00967
fgr:FGSG_04578	ko:K02835
fgr:FGSG_04580	ko:K08711
fgr:FGSG_04582	ko:K01885
fgr:FGSG_04584	ko:K08257
fgr:FGSG_04591	ko:K00804
fgr:FGSG_04595	ko:K18386
fgr:FGSG_04610	ko:K08141
fgr:FGSG_04637	ko:K16261
fgr:FGSG_04641	ko:K06978
fgr:FGSG_04648	ko:K01183
fgr:FGSG_04658	ko:K08192
fgr:FGSG_04669	ko:K20039
fgr:FGSG_04672	ko:K19564
fgr:FGSG_04673	ko:K00819
fgr:FGSG_04677	ko:K23978
fgr:FGSG_04678	ko:K19355
fgr:FGSG_04679	ko:K01192
fgr:FGSG_04689	ko:K18580
fgr:FGSG_04702	ko:K00010
fgr:FGSG_04704	ko:K00516
fgr:FGSG_04710	ko:K08141
fgr:FGSG_04723	ko:K08192
fgr:FGSG_04738	ko:K12349
fgr:FGSG_04752	ko:K01183
fgr:FGSG_04754	ko:K01673
fgr:FGSG_04773	ko:K19356
fgr:FGSG_04775	ko:K00450
fgr:FGSG_04799	ko:K28507
fgr:FGSG_04804	ko:K28508
fgr:FGSG_04826	ko:K28607
fgr:FGSG_04827	ko:K08192
fgr:FGSG_04828	ko:K00463
fgr:FGSG_04829	ko:K01556
fgr:FGSG_04845	ko:K07755
fgr:FGSG_04847	ko:K11811
fgr:FGSG_04848	ko:K15530
fgr:FGSG_04852	ko:K00326
fgr:FGSG_04853	ko:K08994
fgr:FGSG_04854	ko:K02155
fgr:FGSG_04863	ko:K00799
fgr:FGSG_04864	ko:K22539
fgr:FGSG_04869	ko:K00505
fgr:FGSG_04872	ko:K19069
fgr:FGSG_04879	ko:K19564
fgr:FGSG_04883	ko:K23362
fgr:FGSG_04887	ko:K15901
fgr:FGSG_04890	ko:K10401
fgr:FGSG_04899	ko:K08192
fgr:FGSG_04902	ko:K01469
fgr:FGSG_04903	ko:K00326
fgr:FGSG_04906	ko:K14617
fgr:FGSG_04907	ko:K14401
fgr:FGSG_04909	ko:K23093
fgr:FGSG_04910	ko:K02219
fgr:FGSG_04911	ko:K10976
fgr:FGSG_04913	ko:K05349
fgr:FGSG_04914	ko:K12876
fgr:FGSG_04915	ko:K02983
fgr:FGSG_04919	ko:K01536
fgr:FGSG_04922	ko:K05351
fgr:FGSG_04927	ko:K18171
fgr:FGSG_04929	ko:K14769
fgr:FGSG_04930	ko:K01230
fgr:FGSG_04934	ko:K01876
fgr:FGSG_04943	ko:K16261
fgr:FGSG_04944	ko:K06679
fgr:FGSG_04945	ko:K17807
fgr:FGSG_04946	ko:K20042
fgr:FGSG_04947	ko:K07760
fgr:FGSG_04948	ko:K22377
fgr:FGSG_04953	ko:K05349
fgr:FGSG_04958	ko:K06978
fgr:FGSG_04968	ko:K01555
fgr:FGSG_04979	ko:K14775
fgr:FGSG_04980	ko:K01074
fgr:FGSG_04981	ko:K15564
fgr:FGSG_04983	ko:K20724
fgr:FGSG_04986	ko:K17619
fgr:FGSG_04988	ko:K00101
fgr:FGSG_04994	ko:K00227
fgr:FGSG_04995	ko:K01536
fgr:FGSG_04996	ko:K14399
fgr:FGSG_04998	ko:K00915
fgr:FGSG_05002	ko:K12818
fgr:FGSG_05008	ko:K13535
fgr:FGSG_05011	ko:K08192
fgr:FGSG_05012	ko:K15437
fgr:FGSG_05013	ko:K19001
fgr:FGSG_05014	ko:K01514
fgr:FGSG_05016	ko:K10908
fgr:FGSG_05021	ko:K27841
fgr:FGSG_05023	ko:K00006
fgr:FGSG_05026	ko:K08597
fgr:FGSG_05028	ko:K11996
fgr:FGSG_05029	ko:K17806
fgr:FGSG_05035	ko:K06215
fgr:FGSG_05036	ko:K08681
fgr:FGSG_05038	ko:K16794
fgr:FGSG_05042	ko:K08139
fgr:FGSG_05048	ko:K18123
fgr:FGSG_05049	ko:K14191
fgr:FGSG_05050	ko:K01293
fgr:FGSG_05052	ko:K01438
fgr:FGSG_05053	ko:K08963
fgr:FGSG_05054	ko:K20307
fgr:FGSG_05057	ko:K20316
fgr:FGSG_05060	ko:K05857
fgr:FGSG_05062	ko:K01083
fgr:FGSG_05065	ko:K03248
fgr:FGSG_05066	ko:K16369
fgr:FGSG_05073	ko:K09184
fgr:FGSG_05074	ko:K11254
fgr:FGSG_05079	ko:K13024
fgr:FGSG_05081	ko:K14554
fgr:FGSG_05082	ko:K26750
fgr:FGSG_05083	ko:K02355
fgr:FGSG_05086	ko:K23801
fgr:FGSG_05087	ko:K00626
fgr:FGSG_05088	ko:K10396
fgr:FGSG_05090	ko:K18203
fgr:FGSG_05091	ko:K11313
fgr:FGSG_05093	ko:K11827
fgr:FGSG_05094	ko:K19476
fgr:FGSG_05095	ko:K22686
fgr:FGSG_05096	ko:K14685
fgr:FGSG_05099	ko:K14022
fgr:FGSG_05105	ko:K06674
fgr:FGSG_05108	ko:K17679
fgr:FGSG_05109	ko:K13341
fgr:FGSG_05111	ko:K14654
fgr:FGSG_05114	ko:K00852
fgr:FGSG_05122	ko:K00109
fgr:FGSG_05124	ko:K14839
fgr:FGSG_05127	ko:K28669
fgr:FGSG_05128	ko:K18103
fgr:FGSG_05130	ko:K18106
fgr:FGSG_05131	ko:K15463
fgr:FGSG_05133	ko:K09510
fgr:FGSG_05134	ko:K02207
fgr:FGSG_05135	ko:K16196
fgr:FGSG_05137	ko:K03188
fgr:FGSG_05138	ko:K27398
fgr:FGSG_05139	ko:K27705
fgr:FGSG_05140	ko:K00249
fgr:FGSG_05141	ko:K07897
fgr:FGSG_05143	ko:K01526
fgr:FGSG_05144	ko:K22762
fgr:FGSG_05147	ko:K14429
fgr:FGSG_05149	ko:K01530
fgr:FGSG_05150	ko:K04499
fgr:FGSG_05152	ko:K04648
fgr:FGSG_05153	ko:K03105
fgr:FGSG_05154	ko:K00999
fgr:FGSG_05156	ko:K13421
fgr:FGSG_05159	ko:K19791
fgr:FGSG_05160	ko:K07243
fgr:FGSG_05162	ko:K19708
fgr:FGSG_05164	ko:K19703
fgr:FGSG_05165	ko:K13091
fgr:FGSG_05168	ko:K06911
fgr:FGSG_05172	ko:K11551
fgr:FGSG_05173	ko:K03424
fgr:FGSG_05174	ko:K10807
fgr:FGSG_05181	ko:K06110
fgr:FGSG_05182	ko:K12472
fgr:FGSG_05183	ko:K00383
fgr:FGSG_05187	ko:K01939
fgr:FGSG_05191	ko:K20168
fgr:FGSG_05193	ko:K14831
fgr:FGSG_05194	ko:K28212
fgr:FGSG_05195	ko:K13950
fgr:FGSG_05197	ko:K08997
fgr:FGSG_05198	ko:K03934
fgr:FGSG_05201	ko:K03685
fgr:FGSG_05202	ko:K17411
fgr:FGSG_05205	ko:K01102
fgr:FGSG_05207	ko:K25216
fgr:FGSG_05211	ko:K03127
fgr:FGSG_05213	ko:K20353
fgr:FGSG_05214	ko:K10903
fgr:FGSG_05216	ko:K11238
fgr:FGSG_05217	ko:K12846
fgr:FGSG_05218	ko:K01228
fgr:FGSG_05220	ko:K03650
fgr:FGSG_05221	ko:K00831
fgr:FGSG_05222	ko:K02725
fgr:FGSG_05226	ko:K08517
fgr:FGSG_05227	ko:K11376
fgr:FGSG_05229	ko:K14797
fgr:FGSG_05236	ko:K13726
fgr:FGSG_05238	ko:K08192
fgr:FGSG_05243	ko:K03846
fgr:FGSG_05244	ko:K14763
fgr:FGSG_05245	ko:K05994
fgr:FGSG_05247	ko:K10733
fgr:FGSG_05249	ko:K01881
fgr:FGSG_05250	ko:K09493
fgr:FGSG_05251	ko:K00411
fgr:FGSG_05252	ko:K10610
fgr:FGSG_05256	ko:K23314
fgr:FGSG_05261	ko:K11237
fgr:FGSG_05262	ko:K23802
fgr:FGSG_05263	ko:K12190
fgr:FGSG_05266	ko:K02143
fgr:FGSG_05267	ko:K17981
fgr:FGSG_05268	ko:K24684
fgr:FGSG_05269	ko:K10838
fgr:FGSG_05270	ko:K11976
fgr:FGSG_05271	ko:K11271
fgr:FGSG_05272	ko:K00274
fgr:FGSG_05274	ko:K13728
fgr:FGSG_05276	ko:K20224
fgr:FGSG_05277	ko:K03457
fgr:FGSG_05278	ko:K00764
fgr:FGSG_05281	ko:K17615
fgr:FGSG_05282	ko:K12462
fgr:FGSG_05284	ko:K23146
fgr:FGSG_05286	ko:K12397
fgr:FGSG_05288	ko:K11548
fgr:FGSG_05292	ko:K01199
fgr:FGSG_05293	ko:K14713
fgr:FGSG_05295	ko:K01593
fgr:FGSG_05297	ko:K14676
fgr:FGSG_05298	ko:K24104
fgr:FGSG_05299	ko:K15376
fgr:FGSG_05300	ko:K03661
fgr:FGSG_05301	ko:K03123
fgr:FGSG_05303	ko:K05012
fgr:FGSG_05305	ko:K11092
fgr:FGSG_05306	ko:K08333
fgr:FGSG_05308	ko:K00275
fgr:FGSG_05314	ko:K17969
fgr:FGSG_05315	ko:K16944
fgr:FGSG_05316	ko:K01772
fgr:FGSG_05318	ko:K08158
fgr:FGSG_05320	ko:K12623
fgr:FGSG_05321	ko:K00667
fgr:FGSG_05322	ko:K00668
fgr:FGSG_05323	ko:K01487
fgr:FGSG_05326	ko:K11269
fgr:FGSG_05327	ko:K02986
fgr:FGSG_05328	ko:K00101
fgr:FGSG_05330	ko:K01809
fgr:FGSG_05331	ko:K10887
fgr:FGSG_05335	ko:K01620
fgr:FGSG_05336	ko:K14805
fgr:FGSG_05337	ko:K09291
fgr:FGSG_05344	ko:K11293
fgr:FGSG_05345	ko:K10967
fgr:FGSG_05346	ko:K15272
fgr:FGSG_05359	ko:K13104
fgr:FGSG_05360	ko:K15148
fgr:FGSG_05365	ko:K02728
fgr:FGSG_05366	ko:K18693
fgr:FGSG_05368	ko:K08192
fgr:FGSG_05371	ko:K10531
fgr:FGSG_05372	ko:K22148
fgr:FGSG_05375	ko:K00130
fgr:FGSG_05376	ko:K15201
fgr:FGSG_05377	ko:K27407
fgr:FGSG_05378	ko:K02905
fgr:FGSG_05379	ko:K13354
fgr:FGSG_05387	ko:K03255
fgr:FGSG_05388	ko:K24664
fgr:FGSG_05389	ko:K14376
fgr:FGSG_05390	ko:K27320
fgr:FGSG_05393	ko:K06655
fgr:FGSG_05394	ko:K13511
fgr:FGSG_05395	ko:K13125
fgr:FGSG_05396	ko:K11365
fgr:FGSG_05398	ko:K03099
fgr:FGSG_05403	ko:K10598
fgr:FGSG_05405	ko:K18164
fgr:FGSG_05406	ko:K08818
fgr:FGSG_05409	ko:K10808
fgr:FGSG_05411	ko:K12613
fgr:FGSG_05413	ko:K14962
fgr:FGSG_05414	ko:K15117
fgr:FGSG_05415	ko:K14169
fgr:FGSG_05417	ko:K13201
fgr:FGSG_05418	ko:K18670
fgr:FGSG_05421	ko:K02320
fgr:FGSG_05422	ko:K03260
fgr:FGSG_05423	ko:K12874
fgr:FGSG_05424	ko:K12878
fgr:FGSG_05425	ko:K03262
fgr:FGSG_05428	ko:K03264
fgr:FGSG_05429	ko:K22856
fgr:FGSG_05430	ko:K03456
fgr:FGSG_05431	ko:K01890
fgr:FGSG_05432	ko:K18083
fgr:FGSG_05433	ko:K02985
fgr:FGSG_05434	ko:K22733
fgr:FGSG_05436	ko:K20471
fgr:FGSG_05437	ko:K03351
fgr:FGSG_05438	ko:K16186
fgr:FGSG_05443	ko:K01078
fgr:FGSG_05446	ko:K25365
fgr:FGSG_05447	ko:K04393
fgr:FGSG_05449	ko:K23543
fgr:FGSG_05451	ko:K05012
fgr:FGSG_05452	ko:K27819
fgr:FGSG_05453	ko:K10747
fgr:FGSG_05454	ko:K00161
fgr:FGSG_05455	ko:K03361
fgr:FGSG_05456	ko:K14715
fgr:FGSG_05459	ko:K20410
fgr:FGSG_05462	ko:K11853
fgr:FGSG_05463	ko:K14522
fgr:FGSG_05465	ko:K14834
fgr:FGSG_05466	ko:K14846
fgr:FGSG_05469	ko:K20181
fgr:FGSG_05470	ko:K02155
fgr:FGSG_05471	ko:K28617
fgr:FGSG_05482	ko:K04518
fgr:FGSG_05484	ko:K11228
fgr:FGSG_05487	ko:K18719
fgr:FGSG_05488	ko:K12883
fgr:FGSG_05490	ko:K20301
fgr:FGSG_05491	ko:K11254
fgr:FGSG_05492	ko:K03350
fgr:FGSG_05493	ko:K02969
fgr:FGSG_05494	ko:K27164
fgr:FGSG_05498	ko:K21752
fgr:FGSG_05502	ko:K14786
fgr:FGSG_05504	ko:K02365
fgr:FGSG_05505	ko:K11414
fgr:FGSG_05507	ko:K00854
fgr:FGSG_05508	ko:K12863
fgr:FGSG_05509	ko:K03678
fgr:FGSG_05510	ko:K07952
fgr:FGSG_05511	ko:K12041
fgr:FGSG_05512	ko:K11397
fgr:FGSG_05513	ko:K28512
fgr:FGSG_05516	ko:K02332
fgr:FGSG_05518	ko:K14310
fgr:FGSG_05519	ko:K04728
fgr:FGSG_05520	ko:K10609
fgr:FGSG_05522	ko:K15255
fgr:FGSG_05523	ko:K12615
fgr:FGSG_05525	ko:K04709
fgr:FGSG_05527	ko:K23329
fgr:FGSG_05530	ko:K13525
fgr:FGSG_05531	ko:K15456
fgr:FGSG_05535	ko:K04630
fgr:FGSG_05537	ko:K28153
fgr:FGSG_05541	ko:K13501
fgr:FGSG_05542	ko:K14311
fgr:FGSG_05543	ko:K17777
fgr:FGSG_05544	ko:K19845
fgr:FGSG_05545	ko:K05286
fgr:FGSG_05546	ko:K00819
fgr:FGSG_05547	ko:K08269
fgr:FGSG_05550	ko:K03005
fgr:FGSG_05551	ko:K13239
fgr:FGSG_05554	ko:K13524
fgr:FGSG_05555	ko:K05012
fgr:FGSG_05556	ko:K14767
fgr:FGSG_05557	ko:K20288
fgr:FGSG_05558	ko:K23700
fgr:FGSG_05559	ko:K19307
fgr:FGSG_05561	ko:K10684
fgr:FGSG_05564	ko:K03959
fgr:FGSG_05565	ko:K12581
fgr:FGSG_05566	ko:K18624
fgr:FGSG_05567	ko:K22484
fgr:FGSG_05571	ko:K05665
fgr:FGSG_05573	ko:K20403
fgr:FGSG_05574	ko:K16261
fgr:FGSG_05578	ko:K17794
fgr:FGSG_05579	ko:K23678
fgr:FGSG_05580	ko:K03426
fgr:FGSG_05584	ko:K26681
fgr:FGSG_05585	ko:K14830
fgr:FGSG_05586	ko:K08853
fgr:FGSG_05589	ko:K05681
fgr:FGSG_05591	ko:K05288
fgr:FGSG_05593	ko:K20238
fgr:FGSG_05596	ko:K13339
fgr:FGSG_05598	ko:K07555
fgr:FGSG_05599	ko:K15075
fgr:FGSG_05600	ko:K12947
fgr:FGSG_05601	ko:K23564
fgr:FGSG_05602	ko:K03022
fgr:FGSG_05605	ko:K02943
fgr:FGSG_05607	ko:K03848
fgr:FGSG_05610	ko:K00235
fgr:FGSG_05611	ko:K17508
fgr:FGSG_05612	ko:K15111
fgr:FGSG_05614	ko:K03247
fgr:FGSG_05615	ko:K01251
fgr:FGSG_05619	ko:K04646
fgr:FGSG_05621	ko:K01282
fgr:FGSG_05622	ko:K01194
fgr:FGSG_05623	ko:K01620
fgr:FGSG_05624	ko:K00737
fgr:FGSG_05625	ko:K07955
fgr:FGSG_05628	ko:K00505
fgr:FGSG_05630	ko:K24113
fgr:FGSG_05631	ko:K02738
fgr:FGSG_05632	ko:K17891
fgr:FGSG_05635	ko:K04486
fgr:FGSG_05636	ko:K11484
fgr:FGSG_05638	ko:K00777
fgr:FGSG_05640	ko:K02962
fgr:FGSG_05641	ko:K20827
fgr:FGSG_05642	ko:K20521
fgr:FGSG_05645	ko:K19366
fgr:FGSG_05648	ko:K03239
fgr:FGSG_05649	ko:K20069
fgr:FGSG_05651	ko:K04070
fgr:FGSG_05653	ko:K21989
fgr:FGSG_05655	ko:K01771
fgr:FGSG_05656	ko:K11244
fgr:FGSG_05658	ko:K00641
fgr:FGSG_05659	ko:K08176
fgr:FGSG_05665	ko:K07023
fgr:FGSG_05668	ko:K00965
fgr:FGSG_05670	ko:K10251
fgr:FGSG_05671	ko:K14312
fgr:FGSG_05674	ko:K26171
fgr:FGSG_05678	ko:K00306
fgr:FGSG_05687	ko:K14776
fgr:FGSG_05689	ko:K01784
fgr:FGSG_05690	ko:K00344
fgr:FGSG_05695	ko:K03781
fgr:FGSG_05696	ko:K00826
fgr:FGSG_05697	ko:K22337
fgr:FGSG_05698	ko:K14855
fgr:FGSG_05700	ko:K08740
fgr:FGSG_05701	ko:K01092
fgr:FGSG_05702	ko:K03786
fgr:FGSG_05703	ko:K26400
fgr:FGSG_05704	ko:K09484
fgr:FGSG_05705	ko:K28028
fgr:FGSG_05713	ko:K01733
fgr:FGSG_05728	ko:K19306
fgr:FGSG_05731	ko:K08192
fgr:FGSG_05733	ko:K00030
fgr:FGSG_05734	ko:K08838
fgr:FGSG_05735	ko:K24350
fgr:FGSG_05736	ko:K11886
fgr:FGSG_05738	ko:K03424
fgr:FGSG_05740	ko:K00559
fgr:FGSG_05748	ko:K22134
fgr:FGSG_05750	ko:K03964
fgr:FGSG_05751	ko:K11661
fgr:FGSG_05766	ko:K11713
fgr:FGSG_05769	ko:K17973
fgr:FGSG_05770	ko:K27841
fgr:FGSG_05775	ko:K08852
fgr:FGSG_05777	ko:K03253
fgr:FGSG_05778	ko:K09494
fgr:FGSG_05784	ko:K10256
fgr:FGSG_05797	ko:K01288
fgr:FGSG_05802	ko:K08192
fgr:FGSG_05805	ko:K10675
fgr:FGSG_05813	ko:K20523
fgr:FGSG_05831	ko:K00128
fgr:FGSG_05836	ko:K13347
fgr:FGSG_05843	ko:K01810
fgr:FGSG_05844	ko:K17302
fgr:FGSG_05845	ko:K13303
fgr:FGSG_05848	ko:K08197
fgr:FGSG_05851	ko:K18576
fgr:FGSG_05853	ko:K03135
fgr:FGSG_05854	ko:K01495
fgr:FGSG_05855	ko:K11446
fgr:FGSG_05856	ko:K15078
fgr:FGSG_05857	ko:K12827
fgr:FGSG_05858	ko:K13025
fgr:FGSG_05859	ko:K19564
fgr:FGSG_05862	ko:K03217
fgr:FGSG_05863	ko:K28711
fgr:FGSG_05864	ko:K14012
fgr:FGSG_05865	ko:K16185
fgr:FGSG_05874	ko:K17415
fgr:FGSG_05884	ko:K17263
fgr:FGSG_05888	ko:K20280
fgr:FGSG_05889	ko:K08900
fgr:FGSG_05890	ko:K26544
fgr:FGSG_05894	ko:K11584
fgr:FGSG_05896	ko:K20028
fgr:FGSG_05898	ko:K05857
fgr:FGSG_05899	ko:K11578
fgr:FGSG_05902	ko:K06972
fgr:FGSG_05903	ko:K01581
fgr:FGSG_05904	ko:K15083
fgr:FGSG_05905	ko:K15082
fgr:FGSG_05907	ko:K02914
fgr:FGSG_05909	ko:K01874
fgr:FGSG_05910	ko:K14285
fgr:FGSG_05911	ko:K05955
fgr:FGSG_05912	ko:K00869
fgr:FGSG_05916	ko:K02923
fgr:FGSG_05921	ko:K09828
fgr:FGSG_05924	ko:K28005
fgr:FGSG_05931	ko:K20289
fgr:FGSG_05932	ko:K02863
fgr:FGSG_05937	ko:K01062
fgr:FGSG_05948	ko:K06867
fgr:FGSG_05949	ko:K10878
fgr:FGSG_05950	ko:K01852
fgr:FGSG_05952	ko:K12795
fgr:FGSG_05953	ko:K00471
fgr:FGSG_05954	ko:K15322
fgr:FGSG_05955	ko:K00720
fgr:FGSG_05956	ko:K00942
fgr:FGSG_05963	ko:K01883
fgr:FGSG_05964	ko:K07442
fgr:FGSG_05972	ko:K00940
fgr:FGSG_05973	ko:K05546
fgr:FGSG_05977	ko:K04555
fgr:FGSG_05981	ko:K05019
fgr:FGSG_05983	ko:K19069
fgr:FGSG_05985	ko:K09495
fgr:FGSG_05986	ko:K26159
fgr:FGSG_05997	ko:K28214
fgr:FGSG_05999	ko:K02901
fgr:FGSG_06001	ko:K00457
fgr:FGSG_06002	ko:K03142
fgr:FGSG_06006	ko:K19054
fgr:FGSG_06007	ko:K12399
fgr:FGSG_06009	ko:K01869
fgr:FGSG_06011	ko:K15455
fgr:FGSG_06012	ko:K15628
fgr:FGSG_06016	ko:K05727
fgr:FGSG_06019	ko:K02989
fgr:FGSG_06020	ko:K02975
fgr:FGSG_06021	ko:K05863
fgr:FGSG_06027	ko:K10756
fgr:FGSG_06028	ko:K23451
fgr:FGSG_06029	ko:K00059
fgr:FGSG_06030	ko:K10685
fgr:FGSG_06032	ko:K03505
fgr:FGSG_06035	ko:K16938
fgr:FGSG_06037	ko:K22834
fgr:FGSG_06039	ko:K01648
fgr:FGSG_06041	ko:K00143
fgr:FGSG_06042	ko:K11696
fgr:FGSG_06044	ko:K03126
fgr:FGSG_06045	ko:K03033
fgr:FGSG_06048	ko:K02128
fgr:FGSG_06049	ko:K12591
fgr:FGSG_06051	ko:K00697
fgr:FGSG_06053	ko:K05906
fgr:FGSG_06055	ko:K15633
fgr:FGSG_06057	ko:K03860
fgr:FGSG_06059	ko:K01785
fgr:FGSG_06061	ko:K14686
fgr:FGSG_06064	ko:K18184
fgr:FGSG_06066	ko:K18667
fgr:FGSG_06067	ko:K18716
fgr:FGSG_06069	ko:K27881
fgr:FGSG_06070	ko:K14557
fgr:FGSG_06071	ko:K11771
fgr:FGSG_06072	ko:K17430
fgr:FGSG_06073	ko:K03250
fgr:FGSG_06074	ko:K03348
fgr:FGSG_06075	ko:K20184
fgr:FGSG_06078	ko:K02434
fgr:FGSG_06081	ko:K07034
fgr:FGSG_06084	ko:K05607
fgr:FGSG_06089	ko:K08874
fgr:FGSG_06090	ko:K01907
fgr:FGSG_06092	ko:K03353
fgr:FGSG_06093	ko:K01693
fgr:FGSG_06094	ko:K00620
fgr:FGSG_06096	ko:K03680
fgr:FGSG_06098	ko:K01940
fgr:FGSG_06100	ko:K15128
fgr:FGSG_06101	ko:K14780
fgr:FGSG_06103	ko:K04348
fgr:FGSG_06104	ko:K28606
fgr:FGSG_06105	ko:K00474
fgr:FGSG_06107	ko:K11870
fgr:FGSG_06111	ko:K17967
fgr:FGSG_06112	ko:K22071
fgr:FGSG_06114	ko:K01113
fgr:FGSG_06116	ko:K06063
fgr:FGSG_06117	ko:K18195
fgr:FGSG_06120	ko:K17790
fgr:FGSG_06122	ko:K02604
fgr:FGSG_06125	ko:K13120
fgr:FGSG_06127	ko:K00122
fgr:FGSG_06133	ko:K01268
fgr:FGSG_06137	ko:K10750
fgr:FGSG_06139	ko:K24195
fgr:FGSG_06147	ko:K18802
fgr:FGSG_06149	ko:K10393
fgr:FGSG_06150	ko:K23856
fgr:FGSG_06154	ko:K04043
fgr:FGSG_06156	ko:K03107
fgr:FGSG_06158	ko:K16569
fgr:FGSG_06159	ko:K02729
fgr:FGSG_06161	ko:K14850
fgr:FGSG_06164	ko:K00762
fgr:FGSG_06165	ko:K06943
fgr:FGSG_06166	ko:K17255
fgr:FGSG_06167	ko:K17428
fgr:FGSG_06172	ko:K11768
fgr:FGSG_06174	ko:K13996
fgr:FGSG_06175	ko:K01115
fgr:FGSG_06177	ko:K12275
fgr:FGSG_06178	ko:K15152
fgr:FGSG_06179	ko:K18551
fgr:FGSG_06183	ko:K08675
fgr:FGSG_06184	ko:K00507
fgr:FGSG_06185	ko:K14299
fgr:FGSG_06186	ko:K23966
fgr:FGSG_06191	ko:K16578
fgr:FGSG_06193	ko:K19839
fgr:FGSG_06196	ko:K17669
fgr:FGSG_06198	ko:K13711
fgr:FGSG_06203	ko:K06961
fgr:FGSG_06204	ko:K02867
fgr:FGSG_06206	ko:K28035
fgr:FGSG_06207	ko:K04078
fgr:FGSG_06209	ko:K07901
fgr:FGSG_06211	ko:K14575
fgr:FGSG_06212	ko:K17491
fgr:FGSG_06214	ko:K00729
fgr:FGSG_06215	ko:K00511
fgr:FGSG_06219	ko:K02180
fgr:FGSG_06220	ko:K03237
fgr:FGSG_06221	ko:K09648
fgr:FGSG_06222	ko:K28103
fgr:FGSG_06224	ko:K02892
fgr:FGSG_06226	ko:K15084
fgr:FGSG_06227	ko:K15175
fgr:FGSG_06228	ko:K19838
fgr:FGSG_06231	ko:K02606
fgr:FGSG_06243	ko:K14835
fgr:FGSG_06244	ko:K23388
fgr:FGSG_06245	ko:K05765
fgr:FGSG_06246	ko:K04077
fgr:FGSG_06255	ko:K14016
fgr:FGSG_06256	ko:K13099
fgr:FGSG_06257	ko:K00134
fgr:FGSG_06260	ko:K11338
fgr:FGSG_06264	ko:K22386
fgr:FGSG_06265	ko:K14005
fgr:FGSG_06268	ko:K02267
fgr:FGSG_06269	ko:K25059
fgr:FGSG_06270	ko:K02947
fgr:FGSG_06272	ko:K12232
fgr:FGSG_06273	ko:K17440
fgr:FGSG_06274	ko:K19829
fgr:FGSG_06275	ko:K17553
fgr:FGSG_06277	ko:K15296
fgr:FGSG_06278	ko:K01178
fgr:FGSG_06279	ko:K11984
fgr:FGSG_06280	ko:K28441
fgr:FGSG_06281	ko:K00611
fgr:FGSG_06282	ko:K01653
fgr:FGSG_06286	ko:K03510
fgr:FGSG_06289	ko:K02925
fgr:FGSG_06290	ko:K00600
fgr:FGSG_06291	ko:K11359
fgr:FGSG_06297	ko:K01104
fgr:FGSG_06299	ko:K20290
fgr:FGSG_06300	ko:K28106
fgr:FGSG_06301	ko:K20474
fgr:FGSG_06305	ko:K01230
fgr:FGSG_06306	ko:K09499
fgr:FGSG_06308	ko:K02967
fgr:FGSG_06311	ko:K09202
fgr:FGSG_06313	ko:K09498
fgr:FGSG_06314	ko:K14801
fgr:FGSG_06315	ko:K15028
