fpu:FPSE_00004	ko:K00293
fpu:FPSE_04035	ko:K00799
fpu:FPSE_04036	ko:K22539
fpu:FPSE_04043	ko:K00505
fpu:FPSE_04049	ko:K01556
fpu:FPSE_04050	ko:K00463
fpu:FPSE_04051	ko:K08192
fpu:FPSE_04052	ko:K28607
fpu:FPSE_04071	ko:K28508
fpu:FPSE_04077	ko:K28507
fpu:FPSE_04083	ko:K12488
fpu:FPSE_04084	ko:K06641
fpu:FPSE_04085	ko:K15030
fpu:FPSE_04087	ko:K13800
fpu:FPSE_04089	ko:K23679
fpu:FPSE_04091	ko:K25004
fpu:FPSE_04092	ko:K01869
fpu:FPSE_04093	ko:K12386
fpu:FPSE_04095	ko:K15105
fpu:FPSE_04096	ko:K06659
fpu:FPSE_04099	ko:K14263
fpu:FPSE_04101	ko:K03026
fpu:FPSE_04102	ko:K03190
fpu:FPSE_04103	ko:K06671
fpu:FPSE_04104	ko:K11109
fpu:FPSE_04105	ko:K15042
fpu:FPSE_04106	ko:K13026
fpu:FPSE_04109	ko:K10863
fpu:FPSE_04111	ko:K01069
fpu:FPSE_04113	ko:K00846
fpu:FPSE_04114	ko:K00858
fpu:FPSE_04119	ko:K07252
fpu:FPSE_04120	ko:K11971
fpu:FPSE_04122	ko:K18724
fpu:FPSE_04124	ko:K23387
fpu:FPSE_04129	ko:K07573
fpu:FPSE_04130	ko:K05665
fpu:FPSE_04131	ko:K03177
fpu:FPSE_04133	ko:K12882
fpu:FPSE_04134	ko:K03083
fpu:FPSE_04136	ko:K19030
fpu:FPSE_04137	ko:K11518
fpu:FPSE_04139	ko:K02931
fpu:FPSE_04140	ko:K09562
fpu:FPSE_04141	ko:K10355
fpu:FPSE_04142	ko:K23498
fpu:FPSE_04143	ko:K26384
fpu:FPSE_04144	ko:K11374
fpu:FPSE_04145	ko:K12161
fpu:FPSE_04149	ko:K15115
fpu:FPSE_04150	ko:K12831
fpu:FPSE_04153	ko:K08838
fpu:FPSE_04154	ko:K14845
fpu:FPSE_04156	ko:K02264
fpu:FPSE_04157	ko:K10246
fpu:FPSE_04163	ko:K01188
fpu:FPSE_04172	ko:K00234
fpu:FPSE_04175	ko:K14822
fpu:FPSE_04184	ko:K13124
fpu:FPSE_04185	ko:K03854
fpu:FPSE_04186	ko:K16572
fpu:FPSE_04190	ko:K15407
fpu:FPSE_04192	ko:K06201
fpu:FPSE_04195	ko:K14558
fpu:FPSE_04196	ko:K16948
fpu:FPSE_04197	ko:K00898
fpu:FPSE_04198	ko:K11838
fpu:FPSE_04199	ko:K08711
fpu:FPSE_04201	ko:K02128
fpu:FPSE_04202	ko:K12591
fpu:FPSE_04203	ko:K00697
fpu:FPSE_04205	ko:K05906
fpu:FPSE_04208	ko:K15633
fpu:FPSE_04210	ko:K21766
fpu:FPSE_04211	ko:K03860
fpu:FPSE_04213	ko:K01785
fpu:FPSE_04215	ko:K14686
fpu:FPSE_04218	ko:K18184
fpu:FPSE_04219	ko:K02324
fpu:FPSE_04221	ko:K18667
fpu:FPSE_04222	ko:K18716
fpu:FPSE_04224	ko:K27881
fpu:FPSE_04225	ko:K14557
fpu:FPSE_04226	ko:K11771
fpu:FPSE_04227	ko:K17430
fpu:FPSE_04228	ko:K03250
fpu:FPSE_04229	ko:K03348
fpu:FPSE_04230	ko:K20184
fpu:FPSE_04233	ko:K02434
fpu:FPSE_04236	ko:K07034
fpu:FPSE_04239	ko:K05607
fpu:FPSE_04241	ko:K11849
fpu:FPSE_04245	ko:K08874
fpu:FPSE_04246	ko:K01907
fpu:FPSE_04248	ko:K03353
fpu:FPSE_04249	ko:K01693
fpu:FPSE_04250	ko:K00620
fpu:FPSE_04251	ko:K03680
fpu:FPSE_04254	ko:K01940
fpu:FPSE_04256	ko:K15128
fpu:FPSE_04257	ko:K14780
fpu:FPSE_04259	ko:K04348
fpu:FPSE_04260	ko:K28606
fpu:FPSE_04261	ko:K00474
fpu:FPSE_04263	ko:K11870
fpu:FPSE_04264	ko:K02950
fpu:FPSE_04265	ko:K10967
fpu:FPSE_04266	ko:K12617
fpu:FPSE_04267	ko:K14721
fpu:FPSE_04268	ko:K14765
fpu:FPSE_04269	ko:K17086
fpu:FPSE_04272	ko:K03850
fpu:FPSE_04276	ko:K09561
fpu:FPSE_04277	ko:K22733
fpu:FPSE_04283	ko:K00254
fpu:FPSE_04286	ko:K01532
fpu:FPSE_04287	ko:K17815
fpu:FPSE_04290	ko:K15292
fpu:FPSE_04292	ko:K07393
fpu:FPSE_04293	ko:K03178
fpu:FPSE_04294	ko:K09568
fpu:FPSE_04301	ko:K03778
fpu:FPSE_04302	ko:K28027
fpu:FPSE_04303	ko:K21989
fpu:FPSE_04308	ko:K01196
fpu:FPSE_04309	ko:K00555
fpu:FPSE_04315	ko:K12769
fpu:FPSE_04316	ko:K13941
fpu:FPSE_04318	ko:K12493
fpu:FPSE_04319	ko:K17796
fpu:FPSE_04322	ko:K09467
fpu:FPSE_04327	ko:K08762
fpu:FPSE_04328	ko:K22745
fpu:FPSE_04329	ko:K20048
fpu:FPSE_04330	ko:K01823
fpu:FPSE_04332	ko:K10739
fpu:FPSE_04333	ko:K15287
fpu:FPSE_04337	ko:K23562
fpu:FPSE_04340	ko:K22069
fpu:FPSE_04341	ko:K14829
fpu:FPSE_04344	ko:K12389
fpu:FPSE_04346	ko:K00763
fpu:FPSE_04347	ko:K14548
fpu:FPSE_04348	ko:K01456
fpu:FPSE_04353	ko:K09660
fpu:FPSE_04355	ko:K01012
fpu:FPSE_04357	ko:K06062
fpu:FPSE_04358	ko:K02830
fpu:FPSE_04362	ko:K23362
fpu:FPSE_04365	ko:K03259
fpu:FPSE_04366	ko:K18660
fpu:FPSE_04368	ko:K22066
fpu:FPSE_04370	ko:K00921
fpu:FPSE_04371	ko:K17765
fpu:FPSE_04372	ko:K12184
fpu:FPSE_04388	ko:K09702
fpu:FPSE_04389	ko:K08192
fpu:FPSE_04393	ko:K13784
fpu:FPSE_04404	ko:K12666
fpu:FPSE_04405	ko:K00844
fpu:FPSE_04406	ko:K18477
fpu:FPSE_04407	ko:K27692
fpu:FPSE_04408	ko:K01739
fpu:FPSE_04409	ko:K02212
fpu:FPSE_04410	ko:K20472
fpu:FPSE_04411	ko:K07566
fpu:FPSE_04412	ko:K20291
fpu:FPSE_04413	ko:K01537
fpu:FPSE_04414	ko:K06670
fpu:FPSE_04415	ko:K17292
fpu:FPSE_04424	ko:K15177
fpu:FPSE_04425	ko:K14675
fpu:FPSE_04429	ko:K00963
fpu:FPSE_04433	ko:K01179
fpu:FPSE_04435	ko:K03320
fpu:FPSE_04440	ko:K08192
fpu:FPSE_04445	ko:K01759
fpu:FPSE_04447	ko:K01560
fpu:FPSE_04454	ko:K26151
fpu:FPSE_04455	ko:K01045
fpu:FPSE_04463	ko:K16055
fpu:FPSE_04464	ko:K14708
fpu:FPSE_04468	ko:K19564
fpu:FPSE_04474	ko:K00505
fpu:FPSE_04495	ko:K11713
fpu:FPSE_04496	ko:K18185
fpu:FPSE_04498	ko:K17973
fpu:FPSE_04499	ko:K27841
fpu:FPSE_04504	ko:K15223
fpu:FPSE_04505	ko:K22381
fpu:FPSE_04506	ko:K08852
fpu:FPSE_04508	ko:K03253
fpu:FPSE_04509	ko:K09494
fpu:FPSE_04515	ko:K10256
fpu:FPSE_04518	ko:K23741
fpu:FPSE_04528	ko:K11231
fpu:FPSE_04529	ko:K26935
fpu:FPSE_04530	ko:K25639
fpu:FPSE_04533	ko:K08851
fpu:FPSE_04534	ko:K11205
fpu:FPSE_04535	ko:K25817
fpu:FPSE_04536	ko:K12394
fpu:FPSE_04538	ko:K14559
fpu:FPSE_04539	ko:K11372
fpu:FPSE_04540	ko:K03785
fpu:FPSE_04545	ko:K25879
fpu:FPSE_04546	ko:K28606
fpu:FPSE_04551	ko:K01046
fpu:FPSE_04558	ko:K01053
fpu:FPSE_04561	ko:K20844
fpu:FPSE_04570	ko:K23329
fpu:FPSE_04573	ko:K22721
fpu:FPSE_04575	ko:K00505
fpu:FPSE_04577	ko:K16261
fpu:FPSE_04578	ko:K13352
fpu:FPSE_04581	ko:K01179
fpu:FPSE_04588	ko:K16261
fpu:FPSE_04589	ko:K23741
fpu:FPSE_04590	ko:K17888
fpu:FPSE_04591	ko:K11094
fpu:FPSE_04592	ko:K05757
fpu:FPSE_04594	ko:K00728
fpu:FPSE_04595	ko:K27886
fpu:FPSE_04603	ko:K18703
fpu:FPSE_04605	ko:K00766
fpu:FPSE_04606	ko:K03124
fpu:FPSE_04608	ko:K01424
fpu:FPSE_04609	ko:K01530
fpu:FPSE_04614	ko:K24029
fpu:FPSE_04615	ko:K01783
fpu:FPSE_04617	ko:K13617
fpu:FPSE_04623	ko:K20131
fpu:FPSE_04626	ko:K19770
fpu:FPSE_04629	ko:K04705
fpu:FPSE_04630	ko:K08331
fpu:FPSE_04631	ko:K24810
fpu:FPSE_04632	ko:K15110
fpu:FPSE_04634	ko:K14297
fpu:FPSE_04635	ko:K16466
fpu:FPSE_04636	ko:K12471
fpu:FPSE_04641	ko:K11378
fpu:FPSE_04643	ko:K14168
fpu:FPSE_04644	ko:K02936
fpu:FPSE_04645	ko:K28773
fpu:FPSE_04647	ko:K19365
fpu:FPSE_04649	ko:K12604
fpu:FPSE_04653	ko:K17803
fpu:FPSE_04655	ko:K04563
fpu:FPSE_04656	ko:K06656
fpu:FPSE_04657	ko:K17686
fpu:FPSE_04661	ko:K00380
fpu:FPSE_04663	ko:K00306
fpu:FPSE_04676	ko:K28508
fpu:FPSE_04677	ko:K01426
fpu:FPSE_04678	ko:K03305
fpu:FPSE_04679	ko:K00505
fpu:FPSE_04680	ko:K03381
fpu:FPSE_04684	ko:K15111
fpu:FPSE_04686	ko:K22211
fpu:FPSE_04687	ko:K00354
fpu:FPSE_04694	ko:K01897
fpu:FPSE_04697	ko:K01078
fpu:FPSE_04700	ko:K08141
fpu:FPSE_04712	ko:K01230
fpu:FPSE_04713	ko:K03122
fpu:FPSE_04715	ko:K02140
fpu:FPSE_04716	ko:K25880
fpu:FPSE_04717	ko:K22074
fpu:FPSE_04718	ko:K23309
fpu:FPSE_04722	ko:K02988
fpu:FPSE_04723	ko:K11568
fpu:FPSE_04726	ko:K03023
fpu:FPSE_04727	ko:K00415
fpu:FPSE_04730	ko:K13108
fpu:FPSE_04735	ko:K14766
fpu:FPSE_04738	ko:K18469
fpu:FPSE_04740	ko:K18738
fpu:FPSE_04741	ko:K15275
fpu:FPSE_04742	ko:K11240
fpu:FPSE_04746	ko:K10669
fpu:FPSE_04749	ko:K20407
fpu:FPSE_04750	ko:K08286
fpu:FPSE_04751	ko:K10268
fpu:FPSE_04753	ko:K15206
fpu:FPSE_04758	ko:K17678
fpu:FPSE_04760	ko:K17607
fpu:FPSE_04761	ko:K07565
fpu:FPSE_04762	ko:K00931
fpu:FPSE_04763	ko:K18156
fpu:FPSE_04764	ko:K08850
fpu:FPSE_04765	ko:K01880
fpu:FPSE_04766	ko:K19833
fpu:FPSE_04767	ko:K17974
fpu:FPSE_04768	ko:K26244
fpu:FPSE_04769	ko:K26736
fpu:FPSE_04770	ko:K11648
fpu:FPSE_04771	ko:K11267
fpu:FPSE_04773	ko:K00987
fpu:FPSE_04774	ko:K21996
fpu:FPSE_04776	ko:K15176
fpu:FPSE_04777	ko:K00326
fpu:FPSE_04779	ko:K20047
fpu:FPSE_04780	ko:K09413
fpu:FPSE_04781	ko:K19730
fpu:FPSE_04782	ko:K13336
fpu:FPSE_04783	ko:K20300
fpu:FPSE_04784	ko:K07359
fpu:FPSE_04786	ko:K28035
fpu:FPSE_04788	ko:K03020
fpu:FPSE_04789	ko:K03950
fpu:FPSE_04790	ko:K12873
fpu:FPSE_04793	ko:K00856
fpu:FPSE_04794	ko:K02938
fpu:FPSE_04798	ko:K03265
fpu:FPSE_04799	ko:K27899
fpu:FPSE_04802	ko:K02865
fpu:FPSE_04803	ko:K08098
fpu:FPSE_04805	ko:K12867
fpu:FPSE_04806	ko:K02149
fpu:FPSE_04807	ko:K11094
fpu:FPSE_04808	ko:K13830
fpu:FPSE_04810	ko:K11254
fpu:FPSE_04811	ko:K11253
fpu:FPSE_04812	ko:K02999
fpu:FPSE_04813	ko:K12843
fpu:FPSE_04815	ko:K10844
fpu:FPSE_04816	ko:K04459
fpu:FPSE_04817	ko:K17908
fpu:FPSE_04818	ko:K15451
fpu:FPSE_04825	ko:K24730
fpu:FPSE_04829	ko:K03141
fpu:FPSE_04830	ko:K00164
fpu:FPSE_04833	ko:K02133
fpu:FPSE_04834	ko:K00700
fpu:FPSE_04835	ko:K03544
fpu:FPSE_04836	ko:K02263
fpu:FPSE_04843	ko:K00101
fpu:FPSE_04846	ko:K17619
fpu:FPSE_04849	ko:K23504
fpu:FPSE_04851	ko:K20724
fpu:FPSE_04853	ko:K15564
fpu:FPSE_04854	ko:K01074
fpu:FPSE_04855	ko:K14775
fpu:FPSE_04868	ko:K01555
fpu:FPSE_04881	ko:K03256
fpu:FPSE_04882	ko:K05756
fpu:FPSE_04887	ko:K19806
fpu:FPSE_04889	ko:K12818
fpu:FPSE_04898	ko:K13535
fpu:FPSE_04900	ko:K08192
fpu:FPSE_04901	ko:K19001
fpu:FPSE_04902	ko:K15437
fpu:FPSE_04903	ko:K21989
fpu:FPSE_04904	ko:K01514
fpu:FPSE_04906	ko:K10908
fpu:FPSE_04909	ko:K27841
fpu:FPSE_04911	ko:K00006
fpu:FPSE_04914	ko:K08597
fpu:FPSE_04916	ko:K11996
fpu:FPSE_04917	ko:K17806
fpu:FPSE_04922	ko:K01505
fpu:FPSE_04925	ko:K06215
fpu:FPSE_04926	ko:K08681
fpu:FPSE_04929	ko:K16794
fpu:FPSE_04933	ko:K08139
fpu:FPSE_04939	ko:K18123
fpu:FPSE_04940	ko:K14191
fpu:FPSE_04941	ko:K01293
fpu:FPSE_04942	ko:K09123
fpu:FPSE_04943	ko:K01438
fpu:FPSE_04944	ko:K08963
fpu:FPSE_04945	ko:K20307
fpu:FPSE_04948	ko:K20316
fpu:FPSE_04951	ko:K05857
fpu:FPSE_04953	ko:K01083
fpu:FPSE_04956	ko:K03248
fpu:FPSE_04957	ko:K16369
fpu:FPSE_04965	ko:K09184
fpu:FPSE_04966	ko:K11254
fpu:FPSE_04972	ko:K06874
fpu:FPSE_04976	ko:K18696
fpu:FPSE_04980	ko:K08955
fpu:FPSE_04985	ko:K15326
fpu:FPSE_04990	ko:K01792
fpu:FPSE_04991	ko:K01626
fpu:FPSE_04995	ko:K03539
fpu:FPSE_04999	ko:K15130
fpu:FPSE_05001	ko:K05767
fpu:FPSE_05004	ko:K17686
fpu:FPSE_05005	ko:K12180
fpu:FPSE_05007	ko:K02910
fpu:FPSE_05008	ko:K06688
fpu:FPSE_05009	ko:K02216
fpu:FPSE_05011	ko:K01011
fpu:FPSE_05012	ko:K02981
fpu:FPSE_05019	ko:K02882
fpu:FPSE_05020	ko:K24364
fpu:FPSE_05023	ko:K17550
fpu:FPSE_05024	ko:K17743
fpu:FPSE_05027	ko:K02992
fpu:FPSE_05031	ko:K13126
fpu:FPSE_05032	ko:K10589
fpu:FPSE_05033	ko:K09704
fpu:FPSE_05034	ko:K00311
fpu:FPSE_05036	ko:K03120
fpu:FPSE_05037	ko:K00306
fpu:FPSE_05038	ko:K00601
fpu:FPSE_05039	ko:K12842
fpu:FPSE_05042	ko:K17878
fpu:FPSE_05044	ko:K09265
fpu:FPSE_05048	ko:K08139
fpu:FPSE_05051	ko:K15918
fpu:FPSE_05058	ko:K09248
fpu:FPSE_05069	ko:K17496
fpu:FPSE_05071	ko:K12199
fpu:FPSE_05072	ko:K09584
fpu:FPSE_05073	ko:K11600
fpu:FPSE_05076	ko:K01199
fpu:FPSE_05077	ko:K08141
fpu:FPSE_05082	ko:K09248
fpu:FPSE_05085	ko:K07034
fpu:FPSE_05092	ko:K00801
fpu:FPSE_05096	ko:K05284
fpu:FPSE_05099	ko:K24205
fpu:FPSE_05100	ko:K16945
fpu:FPSE_05101	ko:K22991
fpu:FPSE_05102	ko:K13107
fpu:FPSE_05103	ko:K10416
fpu:FPSE_05108	ko:K22132
fpu:FPSE_05113	ko:K22832
fpu:FPSE_05116	ko:K06185
fpu:FPSE_05117	ko:K11665
fpu:FPSE_05119	ko:K03062
fpu:FPSE_05120	ko:K04649
fpu:FPSE_05121	ko:K01899
fpu:FPSE_05125	ko:K13953
fpu:FPSE_05132	ko:K07739
fpu:FPSE_05135	ko:K12603
fpu:FPSE_05139	ko:K24766
fpu:FPSE_05142	ko:K04564
fpu:FPSE_05145	ko:K10405
fpu:FPSE_05146	ko:K22831
fpu:FPSE_05147	ko:K01687
fpu:FPSE_05149	ko:K01358
fpu:FPSE_05150	ko:K07407
fpu:FPSE_05151	ko:K23114
fpu:FPSE_05154	ko:K18123
fpu:FPSE_05158	ko:K01193
fpu:FPSE_05161	ko:K08192
fpu:FPSE_05163	ko:K19386
fpu:FPSE_05164	ko:K13333
fpu:FPSE_05169	ko:K13095
fpu:FPSE_05177	ko:K11397
fpu:FPSE_05178	ko:K28512
fpu:FPSE_05181	ko:K02332
fpu:FPSE_05183	ko:K14310
fpu:FPSE_05184	ko:K04728
fpu:FPSE_05185	ko:K10609
fpu:FPSE_05187	ko:K15255
fpu:FPSE_05188	ko:K12615
fpu:FPSE_05190	ko:K04709
fpu:FPSE_05193	ko:K05972
fpu:FPSE_05200	ko:K07575
fpu:FPSE_05204	ko:K07975
fpu:FPSE_05205	ko:K17421
fpu:FPSE_05207	ko:K17100
fpu:FPSE_05213	ko:K20628
fpu:FPSE_05217	ko:K13690
fpu:FPSE_05220	ko:K24976
fpu:FPSE_05223	ko:K16261
fpu:FPSE_05225	ko:K08827
fpu:FPSE_05227	ko:K07297
fpu:FPSE_05228	ko:K15205
fpu:FPSE_05232	ko:K20309
fpu:FPSE_05233	ko:K00059
fpu:FPSE_05234	ko:K00721
fpu:FPSE_05237	ko:K21989
fpu:FPSE_05240	ko:K14849
fpu:FPSE_05241	ko:K24104
fpu:FPSE_05242	ko:K03009
fpu:FPSE_05244	ko:K18097
fpu:FPSE_05247	ko:K19953
fpu:FPSE_05249	ko:K19881
fpu:FPSE_05252	ko:K14777
fpu:FPSE_05253	ko:K14859
fpu:FPSE_05254	ko:K01102
fpu:FPSE_05256	ko:K01426
fpu:FPSE_05272	ko:K15196
fpu:FPSE_05273	ko:K09702
fpu:FPSE_05277	ko:K13280
fpu:FPSE_05284	ko:K01655
fpu:FPSE_05285	ko:K00927
fpu:FPSE_05287	ko:K15529
fpu:FPSE_05290	ko:K14709
fpu:FPSE_05292	ko:K16261
fpu:FPSE_05293	ko:K00467
fpu:FPSE_05299	ko:K24940
fpu:FPSE_05302	ko:K01045
fpu:FPSE_05308	ko:K01293
fpu:FPSE_05309	ko:K19327
fpu:FPSE_05311	ko:K01426
fpu:FPSE_05313	ko:K16261
fpu:FPSE_05318	ko:K08192
fpu:FPSE_05319	ko:K01684
fpu:FPSE_05323	ko:K20238
fpu:FPSE_05324	ko:K01620
fpu:FPSE_05329	ko:K03671
fpu:FPSE_05333	ko:K00799
fpu:FPSE_05345	ko:K15100
fpu:FPSE_05349	ko:K28359
fpu:FPSE_05354	ko:K01230
fpu:FPSE_05359	ko:K00286
fpu:FPSE_05365	ko:K06910
fpu:FPSE_05366	ko:K22539
fpu:FPSE_05367	ko:K01728
fpu:FPSE_05381	ko:K08783
fpu:FPSE_05382	ko:K00799
fpu:FPSE_05383	ko:K10981
fpu:FPSE_05386	ko:K12391
fpu:FPSE_05387	ko:K01230
fpu:FPSE_05388	ko:K02183
fpu:FPSE_05389	ko:K08489
fpu:FPSE_05393	ko:K15559
fpu:FPSE_05394	ko:K05657
fpu:FPSE_05395	ko:K01054
fpu:FPSE_05397	ko:K00750
fpu:FPSE_05398	ko:K10601
fpu:FPSE_05403	ko:K17878
fpu:FPSE_05404	ko:K20177
fpu:FPSE_05405	ko:K09313
fpu:FPSE_05410	ko:K00545
fpu:FPSE_05418	ko:K04618
fpu:FPSE_05438	ko:K00613
fpu:FPSE_05446	ko:K08139
fpu:FPSE_05448	ko:K11662
fpu:FPSE_05450	ko:K08288
fpu:FPSE_05456	ko:K07203
fpu:FPSE_05457	ko:K25186
fpu:FPSE_05463	ko:K01301
fpu:FPSE_05480	ko:K05349
fpu:FPSE_05482	ko:K00450
fpu:FPSE_05486	ko:K03377
fpu:FPSE_05487	ko:K01050
fpu:FPSE_05491	ko:K19838
fpu:FPSE_05493	ko:K07937
fpu:FPSE_05494	ko:K15027
fpu:FPSE_05497	ko:K01183
fpu:FPSE_05508	ko:K08711
fpu:FPSE_05512	ko:K08158
fpu:FPSE_05525	ko:K01424
fpu:FPSE_05533	ko:K01800
fpu:FPSE_05534	ko:K01555
fpu:FPSE_05536	ko:K01183
fpu:FPSE_05542	ko:K08711
fpu:FPSE_05550	ko:K03305
fpu:FPSE_05553	ko:K09955
fpu:FPSE_05556	ko:K08141
fpu:FPSE_05566	ko:K09248
fpu:FPSE_05568	ko:K13333
fpu:FPSE_05571	ko:K26731
fpu:FPSE_05572	ko:K01061
fpu:FPSE_05579	ko:K13137
fpu:FPSE_05580	ko:K14018
fpu:FPSE_05587	ko:K13335
fpu:FPSE_05591	ko:K11360
fpu:FPSE_05592	ko:K11701
fpu:FPSE_05594	ko:K28564
fpu:FPSE_05595	ko:K17498
fpu:FPSE_05597	ko:K08832
fpu:FPSE_05606	ko:K05658
fpu:FPSE_05607	ko:K09522
fpu:FPSE_05608	ko:K18170
fpu:FPSE_05609	ko:K12872
fpu:FPSE_05610	ko:K00559
fpu:FPSE_05611	ko:K00162
fpu:FPSE_05612	ko:K12599
fpu:FPSE_05613	ko:K12197
fpu:FPSE_05614	ko:K16230
fpu:FPSE_05615	ko:K10998
fpu:FPSE_05618	ko:K06901
fpu:FPSE_05630	ko:K06018
fpu:FPSE_05631	ko:K00605
fpu:FPSE_05632	ko:K02144
fpu:FPSE_05634	ko:K02940
fpu:FPSE_05635	ko:K18466
fpu:FPSE_05637	ko:K04482
fpu:FPSE_05650	ko:K23948
fpu:FPSE_05654	ko:K15165
fpu:FPSE_05655	ko:K14788
fpu:FPSE_05658	ko:K02913
fpu:FPSE_05659	ko:K00814
fpu:FPSE_05660	ko:K03037
fpu:FPSE_05661	ko:K00565
fpu:FPSE_05662	ko:K07870
fpu:FPSE_05663	ko:K24765
fpu:FPSE_05664	ko:K20062
fpu:FPSE_05667	ko:K10563
fpu:FPSE_05668	ko:K02858
fpu:FPSE_05669	ko:K00591
fpu:FPSE_05671	ko:K22756
fpu:FPSE_05673	ko:K18932
fpu:FPSE_05674	ko:K00772
fpu:FPSE_05678	ko:K08711
fpu:FPSE_05684	ko:K01178
fpu:FPSE_05687	ko:K01424
fpu:FPSE_05689	ko:K08141
fpu:FPSE_05690	ko:K01182
fpu:FPSE_05696	ko:K11808
fpu:FPSE_05697	ko:K05972
fpu:FPSE_05698	ko:K00052
fpu:FPSE_05704	ko:K00276
fpu:FPSE_05707	ko:K08192
fpu:FPSE_05712	ko:K05658
fpu:FPSE_05713	ko:K05989
fpu:FPSE_05720	ko:K01426
fpu:FPSE_05731	ko:K01613
fpu:FPSE_05732	ko:K00799
fpu:FPSE_05741	ko:K19564
fpu:FPSE_05743	ko:K00505
fpu:FPSE_05745	ko:K08192
fpu:FPSE_05750	ko:K00236
fpu:FPSE_05752	ko:K01181
fpu:FPSE_05756	ko:K08157
fpu:FPSE_05758	ko:K00133
fpu:FPSE_05770	ko:K01969
fpu:FPSE_05771	ko:K00253
fpu:FPSE_05783	ko:K17415
fpu:FPSE_05793	ko:K16185
fpu:FPSE_05794	ko:K14012
fpu:FPSE_05795	ko:K28711
fpu:FPSE_05796	ko:K03217
fpu:FPSE_05799	ko:K19564
fpu:FPSE_05800	ko:K13025
fpu:FPSE_05801	ko:K12827
fpu:FPSE_05802	ko:K15078
fpu:FPSE_05803	ko:K11446
fpu:FPSE_05804	ko:K01495
fpu:FPSE_05805	ko:K03135
fpu:FPSE_05807	ko:K18576
fpu:FPSE_05809	ko:K08197
fpu:FPSE_05812	ko:K13303
fpu:FPSE_05813	ko:K17302
fpu:FPSE_05814	ko:K01810
fpu:FPSE_05815	ko:K00009
fpu:FPSE_05824	ko:K14289
fpu:FPSE_05829	ko:K14007
fpu:FPSE_05831	ko:K01719
fpu:FPSE_05832	ko:K11672
fpu:FPSE_05833	ko:K11569
fpu:FPSE_05834	ko:K11667
fpu:FPSE_05835	ko:K26683
fpu:FPSE_05836	ko:K05759
fpu:FPSE_05838	ko:K08516
fpu:FPSE_05839	ko:K18664
fpu:FPSE_05845	ko:K00850
fpu:FPSE_05848	ko:K25004
fpu:FPSE_05850	ko:K03234
fpu:FPSE_05851	ko:K24964
fpu:FPSE_05852	ko:K28788
fpu:FPSE_05853	ko:K01465
fpu:FPSE_05855	ko:K17637
fpu:FPSE_05856	ko:K00030
fpu:FPSE_05859	ko:K03549
fpu:FPSE_05860	ko:K01001
fpu:FPSE_05861	ko:K07117
fpu:FPSE_05863	ko:K02151
fpu:FPSE_05867	ko:K01702
fpu:FPSE_05869	ko:K19932
fpu:FPSE_05870	ko:K06628
fpu:FPSE_05873	ko:K22134
fpu:FPSE_05876	ko:K12179
fpu:FPSE_05877	ko:K00008
fpu:FPSE_05879	ko:K15262
fpu:FPSE_05880	ko:K01850
fpu:FPSE_05881	ko:K17970
fpu:FPSE_05884	ko:K27898
fpu:FPSE_05887	ko:K10413
fpu:FPSE_05892	ko:K04441
fpu:FPSE_05893	ko:K00688
fpu:FPSE_05894	ko:K04630
fpu:FPSE_05896	ko:K03347
fpu:FPSE_05898	ko:K18174
fpu:FPSE_05904	ko:K18798
fpu:FPSE_05908	ko:K00586
fpu:FPSE_05910	ko:K10575
fpu:FPSE_05911	ko:K03842
fpu:FPSE_05912	ko:K14692
fpu:FPSE_05913	ko:K15109
fpu:FPSE_05915	ko:K05290
fpu:FPSE_05918	ko:K11541
fpu:FPSE_05919	ko:K00275
fpu:FPSE_05924	ko:K14729
fpu:FPSE_05925	ko:K15918
fpu:FPSE_05928	ko:K00817
fpu:FPSE_05929	ko:K08257
fpu:FPSE_05932	ko:K03282
fpu:FPSE_05933	ko:K03671
fpu:FPSE_05934	ko:K00273
fpu:FPSE_05935	ko:K03845
fpu:FPSE_05936	ko:K15025
fpu:FPSE_05939	ko:K17983
fpu:FPSE_05940	ko:K02677
fpu:FPSE_05941	ko:K09478
fpu:FPSE_05946	ko:K07300
fpu:FPSE_05953	ko:K18107
fpu:FPSE_05961	ko:K09246
fpu:FPSE_05963	ko:K01183
fpu:FPSE_05965	ko:K00354
fpu:FPSE_05966	ko:K01049
fpu:FPSE_05967	ko:K28027
fpu:FPSE_05973	ko:K20062
fpu:FPSE_05975	ko:K01537
fpu:FPSE_05978	ko:K03380
fpu:FPSE_05983	ko:K01184
fpu:FPSE_05991	ko:K00598
fpu:FPSE_05997	ko:K06047
fpu:FPSE_06010	ko:K02835
fpu:FPSE_06011	ko:K08711
fpu:FPSE_06013	ko:K01885
fpu:FPSE_06015	ko:K08257
fpu:FPSE_06020	ko:K05349
fpu:FPSE_06021	ko:K01811
fpu:FPSE_06024	ko:K00551
fpu:FPSE_06025	ko:K01874
fpu:FPSE_06026	ko:K20524
fpu:FPSE_06029	ko:K03137
fpu:FPSE_06030	ko:K23490
fpu:FPSE_06031	ko:K10364
fpu:FPSE_06032	ko:K00167
fpu:FPSE_06033	ko:K01210
fpu:FPSE_06035	ko:K27389
fpu:FPSE_06036	ko:K00861
fpu:FPSE_06039	ko:K25576
fpu:FPSE_06043	ko:K01824
fpu:FPSE_06044	ko:K01824
fpu:FPSE_06045	ko:K23542
